优化前
14899148
18937801
14244200
17397843
14425123
14559684
17386628
20239293
17066262
20196365
14706725
16818694
17553724
14558574
17133011
15527916
17604011
14389468
16953322
14858698
14968748
17940358
14910108
19686306
14592155
17292207
15759846
14263026
18823913
14940287
17953694
19034226
14295955
19300517
14678290
15152507
17561461
14289560
18424993
14328284
17131591
17424971
14555574
15946405
14058660
16424932
14268299
17486990
14833356
16883143
14210298
14866082
16516207
14217146
18658470
13807200
16516090
17370389
14234273
16818429
13992112
18516204
14530695
17212332
15303319
16249323
17507955
14625621
20753925
15133722
15741706
18787453
13881132
19950937
14821079
18695044
21865687
16821073
16411446
15508878
14265405
19012606
14459605
20184807
16742555
14049117
18979548
14724071
18779665
14331204
17596844
16667215
14504136
21304654
14802521
15659130
17481730
14764335
17929220
16046669
20063549
15811435
16051918
17085313
14892989
19238738
14228341
18604061
16399061
15703602
19024599
14583411
16568207
14673240
17817576
16608110
14651146
16460413
14618804
16738519
13721582
17703219
15046338
14826155
16662187
14325377
17869070
14775950
16657387
14285644
14607293
17757609
14850102
16801330
15254267
18500130
14577783
16089132
18367113
14608313
18713554
14622383
16482149
14434900
18898169
21972380
17633684
17393601
17079637
14262408
18470695
14239415
17471652
15012982
17181945
15145447
15016603
19521548
14299995
16471731
15417624
18371753
17279775
14503636
19257496
14265213
17488687
15763331
17025073
18364747
14103253
16736910
14894120
16577884
16335996
14732051
17060110
14121267
19764808
15177939
17846567
17420523
14645915
16529242
14128286
16989957
14324235
16766771
14905903
16903428
16518273
14420500
16831903
14145557
18105449
14314520
16585271
14418622
16854339
14439200
14967122
15997890
15829634
19171984
17134921
14395481
19886652
15269947
18064077
14755863
15719845
16728837
14660536
18871774
20313244
17024723
21576010
14830361
15179543
16885740
14306944
21173055
16112666
16664756
15611854
15127654
19366762
14854712
16708714
17234073
13998022
19957544
14913202
16515863
14492306
15026008
19406475
15506464
19367914
14087958
16701581
17146333
14068852
17137348
15707103
15656525
13768648
17304379
14649309
14614245
17379198
14273964
16062502
14595138
18110820
14451672
17462272
18220590
14523060
16901389
14997431
16030852
14150894
15827527
17152655
14673115
16879735
15127255
17968539
14014221
15518020
18804606
15229942
16186454
14249041
17141007
14691110
17810196
18882701
17947443
19473460
20342888
15264218
20048331
14377194
18739309
17359788
16163557
17331328
14736843
16383702
14662333
15752937
17258877
15023908
19675278
15035264
18160336
14500490
15369190
15376197
14623863
16488308
14509355
19620722
14685579
16803624
14659566
19208977
16810704
13885807
17403246
14298641
17307678
14962913
18361216
17781891
14691302
17003441
14738944
17119790
18312768
16792804
21294550
15696331
15981301
17766157
16263843
16440080
14497923
16481891
15039394
16485492
16851854
14577199
15606368
15235831
19197084
15341412
14167944
16505619
14910892
16837746
14223693
17844114
14820480
16905651
19857072
18526450
17458364
20462067
15637888
15931620
14538377
16529290
19210123
15374900
20118949
14493755
16877536
16565939
15153653
16929121
14748788
19194054
14944099
18471757
14528815
15657770
16137129
14911176
17744422
14482189
17622221
16185709
15459980
14454130
14191667
15878407
13975340
16090469
13711202
16745500
14874539
16178540
13773000
14662442
13533940
15237160
13721910
15445926
14563075
14399196
17083180
14648440
17959316
14183425
17142484
14925015
16479380
15028284
16349637
15719100
14822586
17217190
14029060
16080440
15445374
18383098
16151759
15006977
15381394
14845922
18381574
14601999
17044667
14302681
16233485
19810323
18135370
17223144
18904778
14940118
17002945
15026424
14674917
18126275
15568232
16959403
15108519
17065208
16808485
14003207
18295352
14508016
18893822
14551653
16781945
15085245
15810068
16546247
14754022
18359156
15155224
19135733
14364345
16846555
18523148
14349158
17359501
14294974
16707683
13852038
16266500
15145310
16647958
19698532
16923163
16356849
20015398
15388681
15644615
16989553
15200757
17092934
14870152
17553429
14172704
17546067
20622741
14903217
16783804
17686285
15125217
20347038
16760308
17827149
19336056
15373790
15175373
18996690
16089201
19806473
17293177
15554737
21550621
22247344
17627959
20791337
20027627
15710048
17504861
20889256
15100729
19049738
18636307
16950061
22051444
17095545
16905765
21477705
17287092
15359867
20362745
18108856
15984071
23161424
23494713
15109538
18468603
24475440
24509273
15855327
16849556
23388556
19071101
15969392
22668830
21696689
15760395
16531596
20347450
16221437
16201965
18044979
15272251
18221843
17850948
16470419
19925782
19510459
16360932
16945855
17963567
17465509
23050587
20496443
16237442
19336606
22314758
16464717
17573516
22590829
17741941
19842221
20989790
22044889
22574686
15241495
21538217
16273147
16546590
23484517
17067713
15134455
21174186
15522031
15944124
19700213
15697097
20117459
21529590
15934285
16654036
17893541
16073387
19184250
17786044
20400809
21093875
18715478
22896904
22183706
17310265
16131942
21678720
15909676
16332171
