优化前
24560195
26501857
18597285
15736311
18268091
15650723
15692402
19912683
16822354
18994972
16794382
17420251
20986186
16577098
17923504
19472529
16113592
21229087
20159449
16229181
21523150
17803469
16192463
17897814
18986245
20485938
16078501
18048435
15149143
16860572
17981681
14837499
16533288
15561105
16546551
20849442
15479356
15752463
17569794
19633870
18025526
22525379
15849247
18847003
21575377
15741858
17818602
18136595
14890984
17864422
15610161
16071706
16736947
15739990
19575205
15689639
16230352
18147933
14770779
17902963
17608340
19000761
17802765
16426961
18452569
21469835
21191981
18711259
19676416
17860608
17668896
17766456
15397518
20110055
15419796
16807952
16252729
17826751
23580722
16894104
21140117
23693006
20833618
19148407
19239281
21555657
17634580
23743333
23339620
20816484
16369345
20997961
17122420
16470834
21519192
19526441
15473360
22152056
22650549
19384683
18888833
20015255
16658870
16213037
20374050
16306493
17725905
20667609
16316799
15482193
17625635
15632577
20379117
15692654
16359958
16205834
17058235
22376987
18456458
16911196
18527194
15690812
18536030
15725635
19031071
20799428
15723706
15665347
17758633
16810363
16784888
15374361
14568870
17582719
16370596
16469293
15138642
16806310
16035644
14711367
21628883
16196402
14836303
18389783
15338874
15968318
17691745
15738954
18576868
16913756
16974167
20886936
15590954
15172081
20343974
15907326
16479883
18441266
15917769
18138738
17404050
19612086
17749911
23226481
15595498
16318183
17414793
16078336
17704197
16310810
15708836
17309245
15548176
16391303
15981980
16709385
15387263
15023939
17219143
14937128
16776931
15308118
15528086
20210302
15215107
17075171
15851442
15913778
18002530
14977067
18128137
16177485
16378762
18680238
17258765
16649233
17812459
14694112
18819779
14921169
16393125
14977650
15355062
16591408
15587582
18715467
15573305
16127812
16942653
15173926
16484065
16339277
15725565
16524419
15399966
18255949
18508323
14945140
19603715
15854118
17907730
20526255
16047640
18233998
16714776
14264112
17645386
18543757
18142990
20275702
14185346
15285969
14876753
17493023
15161059
15197891
19447479
14862046
17800678
15163390
16007639
17464760
14407999
19284825
15217093
18062360
18174145
15711009
18379697
15348420
19589451
18374066
15236444
21001273
14520346
16153835
15213539
14790886
15834452
13946078
18526062
15165868
20766781
15131876
15139914
16047395
14448468
15070859
14606507
17634851
14862243
16845726
14350910
17683673
14329273
15100101
19336274
14336040
16044474
13987246
16152180
16004576
14980522
16208991
14981323
17271087
14400072
17454357
14856763
15555776
17861630
14774217
17801939
13837376
16323019
21532860
19233211
17341589
20901572
14656314
16885317
15962730
14884954
17968948
15487035
16826276
14436459
18210413
14803298
14263328
19205995
14483278
19393163
14431774
18362588
17034578
14058091
21539228
14779585
17197758
14528060
14024893
18431376
14314540
15667468
13817261
18548482
16350083
13870892
16317560
14098240
14696293
13899068
16098939
13364933
16260321
14270329
18055745
13905647
15498643
16119413
16340517
15015743
18892165
14636485
17312318
14645850
16344219
16564975
14950292
20224269
14299939
16972860
17497612
14655361
18872111
14610588
15692176
16891385
14478186
22664478
21645943
17379907
19084425
15873555
14117006
17780847
14554898
20291795
15371291
16283804
14942308
15615270
16790419
14620789
20448565
16420495
17638326
15814124
14761873
17409095
16253194
17711894
14716369
16428353
18178540
14854886
18245305
15123418
17798120
17127392
13753758
20026741
16206797
16850383
20760942
14982322
16365809
18019008
14984575
18431028
14219383
15942517
15494232
14545771
16706671
14307054
15334602
14141255
15917923
14632421
17077618
14566125
16489530
14434545
14929156
16996308
14249244
19591104
15639045
15094920
16691207
