移除更多as判断
13606584
14580249
18035892
14605621
19598898
13582905
16088257
16757959
13970412
18412102
16061663
13616758
18960224
14811144
16684863
14776729
15892085
17929738
13698008
16642098
21377937
15999687
15495582
15765077
14890843
15051800
15862171
13343462
16268243
12784524
14236161
15198128
12411031
15068223
13309655
18795184
14819261
15863666
16312489
13880453
15526602
13967161
15378530
13372986
14439274
17140360
14146162
18332998
13536113
16308250
15440212
13762921
16917690
14506733
17964508
15602477
15716319
21526432
14410689
15080396
15647085
13646439
17414241
13255232
17836473
13797813
13466524
15913849
13344052
17590497
14333995
17694774
15101141
13382358
17356717
14146707
18232468
14074171
14232547
14348146
13819199
16369379
14791532
16734694
13450024
18822400
13764958
15623653
16070066
15378935
19729437
13073769
14213910
16225013
15291402
15757369
13662538
19124253
13261883
14480311
14674134
13480292
14474692
13495881
17691131
15048465
16225546
17168578
13971051
17903267
13101037
14871187
15297592
13761859
16677754
13577350
17977307
13538793
13580205
15148891
13888636
16119148
13837328
18259784
19097437
15722168
21396658
16893752
13913490
18203331
13834567
16196452
13531882
14518980
14556430
13120585
15339376
13878555
18262952
16298100
14074262
15324165
13395562
17447828
13214015
14607089
13149752
14103544
17023538
13710218
17198127
14649922
17065070
14162809
14517351
15428765
13895459
15452636
13733167
13211463
16542155
13190762
17584558
13493978
12946314
17048602
14234860
15802468
12589232
15620367
14698931
12534186
13523433
14146129
17815830
13549023
13626591
16336153
13027002
15178515
14990784
13280738
19304839
13659264
18931730
13265934
15366820
16761382
12660876
17323146
14061149
17505021
19838123
16330936
21393276
15350090
15716101
14596255
17016144
13195731
16058239
17723535
14357407
18960078
14809680
14367385
16270001
12797296
18197181
13313807
16992324
15176029
13854252
17461362
14705522
16760195
14027242
15374539
14799050
15953979
15204583
14325197
20005061
14141846
13746895
15922195
13650816
15779784
12945558
15147454
14161895
16103239
13846329
13960000
16058454
13738268
17944295
15132335
18652832
15728585
15579152
19033870
13722145
14787826
16283079
13983838
18341636
13354963
14560203
14360518
14509610
16478495
14460186
15194384
14053728
16297379
20109401
15320783
21034491
16734527
13254962
15865271
15543440
13682522
17651592
13833057
16673977
13369337
14588906
13669059
14221321
16375691
12914929
19204339
13171390
16784625
14925105
14871565
13505651
14886730
16103933
15562254
16258997
16137316
14972379
19347502
13855007
17414388
16689162
13966864
19335411
15174694
14568575
14470603
13821110
16633362
13523422
16965677
13319545
17658129
13335017
14464626
16816772
13270918
16158587
14225635
15650375
15226127
13465808
17672605
13784977
17160824
13588328
14873496
14166720
18100468
13766627
15446424
14390109
14391315
14716456
13210479
16239369
14005693
16826547
15992502
15785330
20173959
15066604
15216911
16222087
13323443
19700589
13473654
16103925
13725968
16607774
15778691
14941410
16347665
18213123
13060596
16994280
13593522
15729907
13298517
15670201
16339776
13647945
16098494
13748617
15104174
13446973
18151002
14203279
14537144
15101026
14027926
18359361
13731762
15803210
12764825
14247466
14996702
13740830
17289860
12993096
13248582
16073257
15571320
15504549
13917582
19875541
17100109
13972172
16857156
13306305
14296282
13110431
16490004
13587010
13599325
16774196
13590428
17034121
13828683
15964009
13775813
19701541
15701793
12686283
18120423
14442249
16726595
20708417
15091087
24284732
16242285
16180038
13199746
17331944
13116735
15917962
14216962
14118150
17088828
13800613
17867605
14686992
19172123
13727814
15130630
15163105
13835896
14312359
13380236
19782526
13593592
16867935
14049599
15270198
13850909
14778237
16081984
14946466
15456322
16435827
15113932
14380856
13436701
15409287
12989120
15667614
13947504
15491617
16907066
13772442
17384732
13170355
17156383
13470904
16392311
13560807
14754435
15976863
13894572
17495238
15234907
14301137
14778201
14304348
16892314
13740748
19422989
14554812
14283297
14003281
14947833
15001216
13600485
16057983
14986549
18071911
21296148
19735368
22718731
18028995
14336172
18911816
13933096
15504701
15887227
14166574
18800509
13753495
17734482
14141126
15989212
14844603
16385677
17231974
14960385
15319735
16503431
14225431
18570467
17002768
14403257
15101881
14108774
17178877
14603564
16774999
17161586
14220771
15518586
22547154
14285579
14067614
16480432
13863819
16777623
14284754
15221481
19627933
14639200
17100997
21861107
15168758
13870713
17304914
12824620
14681574
15014187
15610249
17396466
15347375
15949228
13787775
13746214
18755763
13661499
15432107
21140513
17196681
15257522
19372415
18748947
19602340
14911434
15464594
13984155
14001565
17709071
16341976
16096648
16676041
14334440
17067158
13896573
16807514
15169643
14531394
19718662
14582329
15237083
17133433
14086693
17800083
15498715
14587996
19477067
15100881
15452906
14707559
13982985
15796206
13908135
16807334
15685567
14612179
16214263
15378273
16861493
15099759
14396279
17569605
13583569
17484942
15053055
15318139
16866244
13964355
17386272
14349477
18981892
14957359
13972718
16056781
13804923
18505274
14219107
14071909
21538221
17096889
15420471
17485817
19228598
14631432
15280972
19749333
14751383
15576518
19620609
15768134
17780017
19426979
15481224
14981693
19891266
14342720
15564848
18981819
15992768
15741978
20374114
14709919
17673019
17509684
14416632
18983364
15283845
16751832
22382630
21067132
17023646
16356706
18091741
20164235
15902963
18704324
18850428
14860357
14733158
20815228
13586831
18073731
19128295
14603543
17037985
15776945
13720693
18695375
14542092
15672239
16901759
14231521
18678280
19374891
14891122
17456984
15961310
14412071
19974009
18647401
16973589
20810898
21203721
15367886
14981972
19995127
14711230
15006723
19189074
15270881
15303352
18553070
16152436
16804898
16329408
14481155
19430163
14519851
16512960
17089698
14932512
19162593
14165358
14987220
19425640
15171618
15735070
19340421
15690083
17215250
21992052
16136615
14944523
17439764
14938969
19933437
16743935
14752002
20274538
14273350
15440982
21651718
14197464
18357535
17687207
14871750
19888102
14964225
15805604
16760250
14479365
18328471
16073117
15780730
18760940
19530967
14367522
17045117
15700676
15715086
18709312
16152461
15819029
20248798
20104840
14525874
14705650
19794706
13674507
17159475
14504970
14786203
18357567
14605955
15792341
16805851
15319406
16081446
17204151
13977617
16202405
15854823
14361635
17148108
14767185
13882762
15854557
14100916
19426885
14587633
16351410
18319246
14082391
16276670
15054379
13955926
17872618
13282215
21337188
15032439
13835265
15933959
14151929
14949562
13650113
17224611
16291078
14404660
16550287
14483044
14500137
15161545
14914429
16696091
13176799
17688595
14772017
14863562
15574893
14440913
16133771
14398604
16170691
13623916
15339127
15011387
18463939
21258494
17837098
20085153
15319786
17227717
13560733
17556254
15273612
13873379
18581862
13989917
14629368
13897274
17149548
19519882
14746946
14097003
17300311
14224084
16928681
16777507
15119576
18013478
14445531
14159992
15422804
15393037
17978253
13568029
16707416
15862997
14509336
16520053
14910712
15686810
16000919
15698949
16069154
15638811
15383007
17125706
13939373
13229602
17263572
13691905
20464194
14349642
13380624
14681758
13849022
17698400
13988320
14233838
14839304
15406795
15069680
14137868
14510895
13021414
15549334
15880889
14458064
14378620
13651478
18155774
16783303
15855794
18174344
14334402
14786588
16733672
13696142
15172746
13202086
15167928
13847173
16623780
13910687
18392220
13972603
15664384
17457033
13464887
17215778
20748190
15044134
13939768
14890268
14032360
15723801
13376855
17519312
13860295
16766861
13180413
18057621
14985413
13724238
15355715
13128344
14989329
13916162
17697040
13600914
19924276
15448527
13565344
15661536
14507236
17699295
13236618
14460284
16635704
12867915
17678709
13058058
13754416
13243574
16792870
14118700
13848055
15824680
13570998
17526543
13419823
14997545
13372934
16828322
13490673
13801374
16369730
14395927
17787839
16078042
16773060
16854001
13611471
16776954
13703899
13519041
14238363
13281755
15855658
13434874
16802452
14002466
15329487
16443739
13338495
17416966
13415140
16355575
13641401
15979554
17342692
13758829
20570118
13422822
15419082
14271320
14559476
16527655
12902768
16938826
13699740
15364198
13744992
14010072
16278883
12849337
15095383
14951139
14275202
17946692
15366337
14217745
16525043
13993810
17933315
14310695
14577869
15976803
13237531
14319541
13244484
17773993
13444917
14909181
14321283
13142509
16533223
13265006
17275812
13880548
16046624
16659541
14819963
16814346
14610410
18466554
20752101
14487418
18957733
15913761
14870215
18941384
13576774
16215370
13141245
14349437
14986850
13490524
16253792
13583025
19105556
15076650
15059871
13060174
14038309
15203413
13863422
17733403
13530117
17613982
13851679
17350120
13358417
13914692
