优化TableKey读取
17905909
16373128
18515436
17317815
13902468
19139725
14273071
18280782
17564793
14464036
20380480
14271906
17660437
22440090
16525918
16586394
16412592
19293541
14522762
17012739
15244358
15111926
18181035
15492832
14913625
16785453
14242451
18683505
14038343
17411173
13538878
16512941
13390973
16833815
15441302
13099822
16600854
13649630
17284034
13956627
19459724
18628474
16178183
17375318
13748311
19704054
18977794
17381752
22681984
15550424
14723958
17969363
14444054
17857275
14277624
18530728
14507827
17304774
17190724
14954556
15998218
14927091
17540427
14404179
15607229
18171572
14128765
18914144
14612423
17669768
19656138
15180953
17759465
14566323
14863653
14752950
13957199
15600597
14269079
16508409
14979211
16641637
14911315
17208803
14148928
16580761
13956607
16527141
16480861
14560438
16575911
13820370
17566100
14470874
18561731
17509481
14571799
15661776
13950667
15291600
13424301
16712285
14204047
16552814
13962797
14483569
13518789
15094487
16227126
13676696
15783123
14171117
17428788
16513614
17856824
17562240
20648491
22188084
17099036
14733941
16633602
14570486
17191718
14492665
15892833
15690367
15657077
16971262
15512190
17627148
13378239
16306122
15022498
14976300
17076592
13939510
18591194
14608747
17216764
14592068
15165228
16799189
14933399
17008682
13772506
17855908
13876791
16159175
16786913
13380413
18559170
14098197
19172875
14343278
15990639
15381733
14468625
17824090
13753079
16875620
14530233
14812954
16784807
16236607
16794123
13486975
19004009
14529328
16987585
16446260
14888796
18260700
14306458
17853492
14420123
15589130
15680452
13191530
17614370
13412163
17395782
14355425
19064913
16965180
16100936
20199868
15533387
15835251
17574266
14679906
17808178
15340901
17016369
15591072
14394970
19882567
14098810
18535935
15762495
14162485
15836972
14267543
19086546
14221665
18045601
13943971
15800350
17953483
14270530
18676908
13753142
17828768
13710772
14521949
16609805
14257775
17228370
13803401
15558611
13759966
16903961
14113500
15118832
16530486
14387228
17872764
15416442
18060764
15701569
14372039
17784651
14150192
15716601
17154866
16034284
18315149
14330187
16775690
15796007
14211948
16563939
14773276
16638206
15627275
14559421
17684995
14371382
16963859
14213609
15027230
16751233
16286458
20073859
17699356
17336885
19598929
16744902
15198818
16820081
15103390
21119788
14585884
16496505
17891332
14338098
21406936
16005739
14423297
17958766
14026091
18701907
14116435
17517691
20725614
15595485
17556594
18578548
14792641
16224300
15054918
18643395
15581867
14134853
19192945
14506695
16017155
14787174
15713410
16479137
14888270
17711552
14276774
16656735
14081070
17681622
19196521
14360341
18325290
13987161
17842166
14953944
14373151
17456090
14578491
17981825
14685026
18739039
19185141
14670593
21824601
15777655
18460258
19375342
14146797
16646865
16119426
14299624
18043588
18665351
17602538
18308166
18102049
17329427
15099179
15313827
17599508
14780646
18090449
14672213
17202713
21341103
14922222
19481793
16794953
16279188
18925764
16572131
18840731
18313625
15991366
18762638
19968517
15049695
19042529
14239623
16597199
17308300
15062936
16351951
14183864
20388600
14512996
16352622
14858669
15253701
16680344
14047896
17657498
14671899
15303719
13360986
14990382
13196117
14133015
16811906
12683181
15373703
14132593
16432475
13826663
16307491
14598449
14197106
15628550
14550751
15464062
14030738
19173634
15173110
14613219
17164988
14621695
17348376
14072120
16427203
15385443
16188480
20729625
15873424
17303393
18105705
15249788
16343298
18019498
14781157
19675193
15439830
14579200
19860653
14474788
18066134
15696128
14394350
18076508
14741286
16984268
15264043
15476477
16782635
15285285
16753533
16124409
14055203
17503317
17529130
15053152
18653652
16696980
17547894
20387629
16126563
15557075
21909719
17476419
14609129
19725896
14362450
16664814
15243200
18235197
21552692
14890969
16882267
14967721
15925388
18275698
15629843
17580593
16298331
14810413
16741559
14640718
17662409
15927545
14385771
17925705
15006881
18783950
21867228
16344110
20361518
18599123
16686054
15095207
17935918
15579749
17427808
15321978
15276309
17440252
14894376
18110030
17636409
15433070
17977302
14616868
17048854
19906862
16182500
15827399
17259680
14335943
16650753
15864805
14661727
18837166
14407776
16128203
14814651
16476374
17908976
15012031
19830234
15240581
15534693
16800436
14902312
17799489
14110594
18710196
15218485
15020679
15606587
14153102
17469094
15354880
16286975
15035736
14641640
17605762
15409595
19043051
20689436
14678669
17059259
18304756
16047528
16319889
19627880
14287422
17210327
14329480
17826150
21710938
18767293
19965093
18533868
17550500
14741224
19199276
15513449
15101102
23404528
14637752
15021885
19474236
15501143
18472029
15893255
16346207
17454431
14718750
17832076
15302854
15391798
18574911
14198787
20280266
15085506
16793561
19312514
14423316
20256365
14674556
15342020
17087743
15770230
15682941
14470074
19077552
17065817
15443425
19643220
16232050
14950377
16726814
16157084
19150980
14434886
15626655
15284511
15662983
18970768
14785732
15968942
19050954
14271248
17269723
14674591
15642357
16106407
14228461
19882358
14354172
15938583
16055378
14758843
20286656
15647599
17281846
22840551
15987482
15146056
20012703
14420817
16386553
16842342
15457209
18719935
14437887
15709661
14776517
16344658
19603643
15368193
16103279
15248123
15602542
17404293
15187783
17979560
14357100
15848956
17185108
14720928
17887816
14856203
15557797
14756099
15161345
18928530
15241827
19010696
15219449
15593538
17425711
14630859
17057670
16195335
14594544
16339909
14274143
18534704
14139030
15546499
15216497
15777648
17442140
13998549
15255186
15380721
15383230
20817036
16078970
15032347
17605330
14411785
16591142
15355980
14621173
18511711
14936238
16040143
15071951
15778708
21807370
17006095
21522646
17817616
18536872
14617384
18321004
14703848
16467255
16677192
14484076
20179359
15098486
18001555
17111363
15285897
15506235
15948749
18219941
15491343
15745532
17213561
15250178
17793380
15381859
15129534
16815555
15186389
17667732
14258565
15570123
14219462
13513994
15032393
14230988
15757336
14067890
15752896
14531580
16522982
15001232
18978259
16099701
13607424
16896907
13721372
15979654
14031657
16782227
15112489
16491833
14348995
15711819
14205870
14167839
17218208
13935074
16773979
14096076
18371354
14159641
15782923
13556085
15335840
17172384
14428190
15883081
13450161
17372826
14989481
19436185
17046946
15357781
16817593
13929020
18073804
13910118
14584413
15560093
13628320
16897235
14220136
16326840
13929618
18470806
14210177
17437324
14602691
14509228
14567036
14273766
14912741
14128583
15400377
14471531
18136373
15382877
14959991
16394956
13824804
16512862
13911985
17171365
13883582
17793650
13665580
15888594
17819050
15758435
15660332
16466024
14286333
17802735
17932130
16237210
14327939
17052431
15079558
16348744
15451179
14285473
16436051
14084198
17860129
13857260
16532447
13972312
13793568
16913129
13932210
16173464
14160874
15986158
13423286
15705702
14046843
16925213
16261199
16390902
18983581
15571408
16972534
14179030
15303974
14658726
14322699
15557243
14630132
16855878
13729943
14187350
15379744
14046590
16407265
14082345
16002657
14636678
17765481
14359590
16015030
14447100
16105987
16045959
13994830
16652468
14566684
16230363
13928157
17295898
13631715
15386437
16420727
13934031
17375062
14965818
16586646
14653661
16167762
13812223
14355557
16502570
13909203
15411783
13893009
17988111
14426511
15744940
13568937
16794583
16007818
13462083
15661860
14470779
17960760
13454299
16644313
14044863
14100370
15824720
13981505
16165023
14727993
15018967
14406862
16292917
14336229
15183545
13736838
17106262
16214130
16380736
21727201
15278142
15732123
18287306
14394520
17119320
15287645
17792700
13320914
15855950
16294012
13980099
18080771
14901589
18150393
14324946
17493174
14631474
16503878
16837929
15166760
15611989
14995423
16323185
14485004
16553264
14060499
16036376
13960898
14856039
16892672
14347582
15056121
13767139
15988878
14953577
19746965
19958712
15439269
18330732
16353631
17546412
19974947
16654858
16268946
18135051
14317070
18475069
16115910
14121848
16463128
13959744
16628260
14386035
17554855
14193510
18164712
13977287
16446015
14975988
13718488
15254745
14608154
16286576
13589791
15922886
14755545
18291157
14953209
18299053
20835209
15197155
16907695
13903891
17690859
14432369
14803391
16629725
14590262
16752329
14534593
17910640
13939062
15656029
16787075
14114721
16340156
14687034
17792143
14839409
16084411
14537010
16671472
17184000
13779184
16516971
14167523
16222974
13794032
18027858
14148457
16408271
16559684
13999617
15871039
14312121
15917731
13991369
17289319
14214399
15503615
13904246
15623851
15165372
15089888
16214634
14616430
16305661
14227756
16090189
14709220
16309617
13934416
16581610
14110111
15220027
18271084
16935419
15282085
15439019
14392927
15978927
14175624
22221841
18578885
15122853
15716359
14430302
19181239
22841641
15137702
19654353
16631636
14318581
